| id | neighbourhood | neighbourhood_group | latitude | longitude | price |
| 36088401 | Alt-Hohenschönhausen Nord | Lichtenberg | 52.55954 | 13.50625 | 67 |
| 36095251 | Rudow | Neukölln | 52.40876 | 13.48963 | 85 |
| 36100444 | Brunnenstr. Süd | Mitte | 52.53002 | 13.38497 | 110 |
| 36165869 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51376 | 13.45425 | 97 |
| 36207771 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51376 | 13.45425 | 94 |
| 36207772 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51376 | 13.45425 | 96 |
| 36207773 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51376 | 13.45425 | 96 |
| 36256668 | Alexanderplatz | Mitte | 52.52669 | 13.41062 | 117 |
| 36258637 | Alexanderplatz | Mitte | 52.52669 | 13.41062 | 141 |
| 36259013 | Alexanderplatz | Mitte | 52.52669 | 13.41062 | 141 |
| 36266731 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50221 | 13.43824 | 217 |
| 36268374 | Fennpfuhl | Lichtenberg | 52.5269 | 13.47922 | 57 |
| 36310980 | Neuköllner Mitte/Zentrum | Neukölln | 52.468713288830045 | 13.439305333323173 | 68 |
| 36338771 | Alexanderplatz | Mitte | 52.52589 | 13.3903 | 191 |
| 36339392 | Alexanderplatz | Mitte | 52.52591 | 13.39078 | 172 |
| 36340336 | Alexanderplatz | Mitte | 52.52568 | 13.39258 | 36 |
| 36360929 | Zehlendorf  Südwest | Steglitz - Zehlendorf | 52.39625 | 13.1508 | 114 |
| 36365039 | Halensee | Charlottenburg-Wilm. | 52.49986 | 13.29076 | 57 |
| 36386490 | Dammvorstadt | Treptow - Köpenick | 52.45244 | 13.57038 | 50 |
| 36401268 | Brunnenstr. Süd | Mitte | 52.53228 | 13.38138 | 106 |
| 36434098 | Alexanderplatz | Mitte | 52.52347 | 13.40552 | 117 |
| 36445603 | Alexanderplatz | Mitte | 52.51597 | 13.41897 | 124 |
| 36469742 | Tempelhof | Tempelhof - Schöneberg | 52.47354 | 13.36766 | 108 |
| 36471954 | Tempelhof | Tempelhof - Schöneberg | 52.47391 | 13.36962 | 108 |
| 36482180 | Adlershof | Treptow - Köpenick | 52.4358 | 13.55825 | 55 |
| 36499864 | Pankow Süd | Pankow | 52.55533 | 13.4168 | 95 |
| 36610240 | Brunnenstr. Süd | Mitte | 52.53332 | 13.38224 | 62 |
| 36612997 | Buchholz | Pankow | 52.60041 | 13.42112 | 81 |
| 36645094 | Neu Lichtenberg | Lichtenberg | 52.50897 | 13.50586 | 67 |
| 36648125 | Alexanderplatz | Mitte | 52.53273 | 13.37947 | 126 |
| 36649452 | Brunnenstr. Süd | Mitte | 52.53427 | 13.37919 | 389 |
| 36651479 | Brunnenstr. Süd | Mitte | 52.53234 | 13.38122 | 116 |
| 36684410 | Moabit Ost | Mitte | 52.51924 | 13.35528 | 44 |
| 36692226 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.51374 | 13.45043 | 85 |
| 36716233 | Wedding Zentrum | Mitte | 52.54848 | 13.36728 | 118 |
| 36748398 | Grünau | Treptow - Köpenick | 52.42429 | 13.57377 | 77 |
| 36749469 | Rummelsburger Bucht | Lichtenberg | 52.49102783203125 | 13.489139556884766 | 370 |
| 36754449 | Prenzlauer Berg Südwest | Pankow | 52.53825 | 13.41078 | 154 |
| 36806963 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.49637 | 13.46952 | 72 |
| 36825557 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51655 | 13.46068 | 57 |
| 36833931 | Brunnenstr. Süd | Mitte | 52.53148 | 13.38848 | 252 |
| 36839962 | Brunnenstr. Süd | Mitte | 52.52981 | 13.3961 | 124 |
| 36871553 | Alexanderplatz | Mitte | 52.525131 | 13.39148 | 1299 |
| 36879869 | Zehlendorf  Südwest | Steglitz - Zehlendorf | 52.43666 | 13.19808 | 178 |
| 36890319 | Tiergarten Süd | Mitte | 52.50406 | 13.36111 | 48 |
| 36895923 | Alexanderplatz | Mitte | 52.52422 | 13.39045 | 650 |
| 36910742 | Prenzlauer Berg Südwest | Pankow | 52.53125 | 13.41549 | 90 |
| 36923824 | Albrechtstr. | Steglitz - Zehlendorf | 52.45153 | 13.32927 | 170 |
| 36961808 | Reuterstraße | Neukölln | 52.493770874684806 | 13.427376549759687 | 77 |
| 36967121 | Tempelhof | Tempelhof - Schöneberg | 52.45877 | 13.37994 | 113 |
| 37003601 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.5125846862793 | 13.448652267456055 | 63 |
| 37011836 | Prenzlauer Berg Nordwest | Pankow | 52.54947 | 13.41197 | 170 |
| 37071847 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48218 | 13.36229 | 114 |
| 37077823 | Brunnenstr. Süd | Mitte | 52.53422 | 13.37952 | 211 |
| 37079665 | Prenzlauer Berg Nordwest | Pankow | 52.54157 | 13.41169 | 76 |
| 37081059 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49828 | 13.4242 | 94 |
| 37087005 | Baumschulenweg | Treptow - Köpenick | 52.46138 | 13.48313 | 56 |
| 37114073 | Prenzlauer Berg Nordwest | Pankow | 52.54157 | 13.41169 | 76 |
| 37120573 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.51095 | 13.4495 | 79 |
| 37206357 | Alexanderplatz | Mitte | 52.50613539239261 | 13.425938423278824 | 116 |
| 37276851 | Rudow | Neukölln | 52.42576 | 13.49873 | 116 |
| 37288672 | Barstraße | Charlottenburg-Wilm. | 52.4896 | 13.3178 | 112 |
| 37307369 | Alt  Treptow | Treptow - Köpenick | 52.48982 | 13.45053 | 170 |
| 37312657 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.490091667920126 | 13.40793093671157 | 126 |
| 37321997 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48841 | 13.36211 | 70 |
| 37328374 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51778 | 13.3011 | 85 |
| 37346562 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51792 | 13.30107 | 85 |
| 37359998 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49083 | 13.3915 | 180 |
| 37412496 | Helmholtzplatz | Pankow | 52.54134 | 13.42157 | 153 |
| 37442240 | Alexanderplatz | Mitte | 52.52409 | 13.38381 | 112 |
| 37443723 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.5169 | 13.43227 | 61 |
| 37446212 | Prenzlauer Berg Südwest | Pankow | 52.52998 | 13.40718 | 58 |
| 37486460 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.49862 | 13.46165 | 106 |
| 37486999 | Moabit West | Mitte | 52.52749 | 13.33765 | 52 |
| 37558386 | Altglienicke | Treptow - Köpenick | 52.416691260535934 | 13.54765555668324 | 65 |
| 37578254 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.509429931640625 | 13.452059745788574 | 461 |
| 37581746 | Nord 2 | Reinickendorf | 52.57811 | 13.31768 | 37 |
| 37582237 | Pankow Zentrum | Pankow | 52.572201087932775 | 13.418538551168595 | 47 |
| 37613974 | Buch | Pankow | 52.6425 | 13.51446 | 67 |
| 37616627 | Prenzlauer Berg Nordwest | Pankow | 52.54218 | 13.41181 | 76 |
| 37682703 | Alt  Treptow | Treptow - Köpenick | 52.49221 | 13.45014 | 65 |
| 37696328 | Weißensee | Pankow | 52.55187 | 13.44292 | 101 |
| 37703913 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48739 | 13.36309 | 96 |
| 37709280 | Buchholz | Pankow | 52.60417 | 13.42446 | 46 |
| 37734165 | Brunnenstr. Nord | Mitte | 52.54102 | 13.37082 | 256 |
| 37737152 | Alexanderplatz | Mitte | 52.53212 | 13.37928 | 157 |
| 37778821 | Prenzlauer Berg Süd | Pankow | 52.53198 | 13.43623 | 73 |
| 37800166 | Brunnenstr. Süd | Mitte | 52.53406 | 13.3814 | 105 |
| 37802777 | West 1 | Reinickendorf | 52.57186 | 13.28207 | 65 |
| 37826661 | Westend | Charlottenburg-Wilm. | 52.5171012 | 13.2793125 | 62 |
| 37837921 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.4985 | 13.46181 | 75 |
| 37847588 | Tempelhof | Tempelhof - Schöneberg | 52.47317 | 13.38087 | 50 |
| 37879155 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49783 | 13.43778 | 88 |
| 37899742 | Regierungsviertel | Mitte | 52.51089 | 13.40452 | 80 |
| 37926221 | Brunnenstr. Süd | Mitte | 52.53148 | 13.38848 | 218 |
| 37930085 | Brunnenstr. Süd | Mitte | 52.53148 | 13.38848 | 233 |
| 37953223 | Tempelhof | Tempelhof - Schöneberg | 52.45886 | 13.37841 | 125 |
| 37962902 | Neuköllner Mitte/Zentrum | Neukölln | 52.46613 | 13.43495 | 87 |
| 37983963 | Prenzlauer Berg Nord | Pankow | 52.55336 | 13.41671 | 53 |
| 38038108 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50687 | 13.45682 | 96 |
| 38052448 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.51118 | 13.29688 | 100 |
| 38086123 | Prenzlauer Berg Nord | Pankow | 52.5436 | 13.43942 | 60 |
| 38095454 | Alexanderplatz | Mitte | 52.52576 | 13.39618 | 120 |
| 38167431 | Helmholtzplatz | Pankow | 52.54251 | 13.42416 | 55 |
| 38178174 | Prenzlauer Berg Süd | Pankow | 52.53677 | 13.42757 | 65 |
| 38185743 | Heerstrasse | Charlottenburg-Wilm. | 52.51079662143465 | 13.243209833403892 | 150 |
| 38204522 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49851 | 13.42365 | 107 |
| 38274375 | Brunnenstr. Nord | Mitte | 52.54262 | 13.37069 | 69 |
| 38277389 | Alexanderplatz | Mitte | 52.52648 | 13.41611 | 90 |
| 38289347 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.49049 | 13.36132 | 109 |
| 38343024 | Grünau | Treptow - Köpenick | 52.42428 | 13.57449 | 77 |
| 38343048 | Grünau | Treptow - Köpenick | 52.42426 | 13.57416 | 107 |
| 38343050 | Grünau | Treptow - Köpenick | 52.42618 | 13.57367 | 77 |
| 38354602 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51859 | 13.4356 | 150 |
| 38389171 | Weißensee | Pankow | 52.54996 | 13.4575 | 86 |
| 38403309 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51769341575453 | 13.460187625988729 | 100 |
| 38427137 | Barstraße | Charlottenburg-Wilm. | 52.48688 | 13.32171 | 55 |
| 38450542 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51545 | 13.30404 | 328 |
| 38471927 | Wilhelmstadt | Spandau | 52.50675 | 13.20411 | 140 |
| 38478859 | Schloßstr. | Steglitz - Zehlendorf | 52.45958 | 13.30914 | 120 |
| 38504089 | Prenzlauer Berg Süd | Pankow | 52.53672 | 13.42449 | 162 |
| 38562451 | Neuköllner Mitte/Zentrum | Neukölln | 52.4682 | 13.43642 | 68 |
| 38585015 | Bohnsdorf | Treptow - Köpenick | 52.399715080351 | 13.577754023314 | 9999 |
| 38590769 | Neu Lichtenberg | Lichtenberg | 52.50426 | 13.4883 | 102 |
| 38592727 | Johannisthal | Treptow - Köpenick | 52.4412898 | 13.5057411 | 187 |
| 38644776 | Zehlendorf  Nord | Steglitz - Zehlendorf | 52.46021 | 13.28399 | 65 |
| 38652894 | Brunnenstr. Nord | Mitte | 52.54349 | 13.37011 | 95 |
| 38656130 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50193 | 13.41925 | 142 |
| 38670991 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49802 | 13.44666 | 59 |
| 38686018 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.51046 | 13.28838 | 52 |
| 38723424 | Kantstraße | Charlottenburg-Wilm. | 52.50882 | 13.32122 | 422 |
| 38729622 | Prenzlauer Berg Nordwest | Pankow | 52.54158 | 13.41171 | 62 |
| 38739863 | Prenzlauer Berg Südwest | Pankow | 52.53975 | 13.41437 | 110 |
| 38745388 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51058 | 13.47006 | 364 |
| 38766599 | Tempelhof | Tempelhof - Schöneberg | 52.45886 | 13.37759 | 125 |
| 38778901 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.511 | 13.28853 | 179 |
| 38799214 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.511 | 13.28853 | 276 |
| 38809843 | Ostpreußendamm | Steglitz - Zehlendorf | 52.41492 | 13.30684 | 399 |
| 38831108 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.48543 | 13.32774 | 129 |
| 38833009 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.5141 | 13.47251 | 217 |
| 38892522 | Reuterstraße | Neukölln | 52.48939 | 13.42924 | 304 |
| 38893047 | Tempelhof | Tempelhof - Schöneberg | 52.47436 | 13.38063 | 91 |
| 38915328 | Helmholtzplatz | Pankow | 52.54416 | 13.42325 | 50 |
| 38967379 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.493743896484375 | 13.39711856842041 | 109 |
| 38971259 | Prenzlauer Berg Nordwest | Pankow | 52.54157 | 13.41169 | 76 |
| 38976821 | Tempelhof | Tempelhof - Schöneberg | 52.46809 | 13.38828 | 39 |
| 39123851 | Weißensee | Pankow | 52.55496 | 13.44074 | 94 |
| 39161373 | Brunnenstr. Süd | Mitte | 52.5355 | 13.39339 | 130 |
| 39185725 | Biesdorf | Marzahn - Hellersdorf | 52.5322 | 13.56762 | 58 |
| 39213674 | Blankenfelde/Niederschönhausen | Pankow | 52.58987 | 13.40246 | 48 |
| 39213715 | Weißensee | Pankow | 52.55268 | 13.44579 | 69 |
| 39215097 | Wedding Zentrum | Mitte | 52.5411 | 13.35788 | 68 |
| 39223612 | Altglienicke | Treptow - Köpenick | 52.41754 | 13.53208 | 49 |
| 39264252 | Reuterstraße | Neukölln | 52.48622 | 13.42974 | 178 |
| 39288993 | Prenzlauer Berg Nordwest | Pankow | 52.55260054705035 | 13.406162890806701 | 91 |
| 39289387 | Rahnsdorf/Hessenwinkel | Treptow - Köpenick | 52.43114 | 13.69747 | 80 |
| 39334582 | Ostpreußendamm | Steglitz - Zehlendorf | 52.42154 | 13.325 | 53 |
| 39334782 | Helmholtzplatz | Pankow | 52.54381 | 13.41285 | 180 |
| 39345904 | Biesdorf | Marzahn - Hellersdorf | 52.51725 | 13.56482 | 62 |
| 39377075 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49794 | 13.42619 | 92 |
| 39387823 | Osloer Straße | Mitte | 52.55646 | 13.39578 | 79 |
| 39406964 | Brunnenstr. Süd | Mitte | 52.53392 | 13.37955 | 61 |
| 39428608 | Helmholtzplatz | Pankow | 52.5415 | 13.41686 | 144 |
| 39474542 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 174 |
| 39476966 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 158 |
| 39477964 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 207 |
| 39484375 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49628 | 13.33594 | 100 |
| 39496671 | Friedenau | Tempelhof - Schöneberg | 52.4695 | 13.33553 | 121 |
| 39507430 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50113 | 13.44376 | 231 |
| 39517835 | Friedrichshagen | Treptow - Köpenick | 52.44936 | 13.63044 | 159 |
| 39529039 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 298 |
| 39529944 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 167 |
| 39532639 | Reuterstraße | Neukölln | 52.48749 | 13.43983 | 71 |
| 39533227 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50402 | 13.43724 | 243 |
| 39552501 | Friedenau | Tempelhof - Schöneberg | 52.47093 | 13.33511 | 189 |
| 39560057 | Reuterstraße | Neukölln | 52.48562 | 13.43259 | 30 |
| 39567514 | Prenzlauer Berg Südwest | Pankow | 52.53933334350586 | 13.40517520904541 | 78 |
| 39572610 | Friedenau | Tempelhof - Schöneberg | 52.46986 | 13.33342 | 224 |
| 39579556 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 274 |
| 39580408 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 190 |
| 39581826 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.489462034268016 | 13.412832865606696 | 72 |
| 39585063 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51468 | 13.45923 | 14 |
| 39593737 | Prenzlauer Berg Südwest | Pankow | 52.53246 | 13.41873 | 213 |
| 39601454 | Prenzlauer Berg Südwest | Pankow | 52.530323 | 13.406725 | 140 |
| 39602283 | Tempelhof | Tempelhof - Schöneberg | 52.46033 | 13.38232 | 81 |
| 39605196 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 191 |
| 39622669 | Tempelhof | Tempelhof - Schöneberg | 52.48504 | 13.39317 | 162 |
| 39625699 | Brunnenstr. Süd | Mitte | 52.53039 | 13.39838 | 46 |
| 39639435 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50438441209111 | 13.392340645648192 | 220 |
| 39655813 | Biesdorf | Marzahn - Hellersdorf | 52.51597 | 13.56344 | 98 |
| 39662142 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49866 | 13.33448 | 81 |
| 39663747 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 161 |
| 39666071 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 168 |
| 39671724 | Friedenau | Tempelhof - Schöneberg | 52.46959 | 13.33343 | 127 |
| 39671800 | Friedenau | Tempelhof - Schöneberg | 52.47137 | 13.33483 | 171 |
| 39685590 | Prenzlauer Berg Südwest | Pankow | 52.53667 | 13.4109 | 158 |
| 39686767 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50923 | 13.45793 | 155 |
| 39718259 | Alexanderplatz | Mitte | 52.52813 | 13.37951 | 111 |
| 39738916 | Friedenau | Tempelhof - Schöneberg | 52.4712 | 13.33524 | 116 |
| 39747767 | Friedrichshagen | Treptow - Köpenick | 52.44816 | 13.61789 | 128 |
| 39767752 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51104 | 13.47014 | 161 |
| 39789098 | Prenzlauer Berg Nord | Pankow | 52.55255 | 13.41868 | 85 |
| 39816613 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51874 | 13.43763 | 30 |
| 39816784 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51868 | 13.43726 | 30 |
| 39824706 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4989 | 13.32435 | 292 |
| 39826933 | Wedding Zentrum | Mitte | 52.55047 | 13.36418 | 216 |
| 39861011 | Prenzlauer Berg Süd | Pankow | 52.53057 | 13.41946 | 81 |
| 39885065 | Prenzlauer Berg Südwest | Pankow | 52.53246 | 13.41873 | 185 |
| 39885618 | Prenzlauer Berg Südwest | Pankow | 52.53246 | 13.41873 | 189 |
| 39886151 | Prenzlauer Berg Südwest | Pankow | 52.53246 | 13.41873 | 206 |
| 39886188 | Prenzlauer Berg Südwest | Pankow | 52.53246 | 13.41873 | 204 |
| 39907814 | Allende-Viertel | Treptow - Köpenick | 52.44294 | 13.59792 | 50 |
| 39925992 | Brunnenstr. Süd | Mitte | 52.53062 | 13.39913 | 52 |
| 39931462 | Reuterstraße | Neukölln | 52.48975 | 13.42735 | 99 |
| 39956169 | Prenzlauer Berg Nord | Pankow | 52.54687 | 13.4258 | 135 |
| 39962078 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.4984 | 13.43688 | 108 |
| 39967068 | Alt  Treptow | Treptow - Köpenick | 52.49029 | 13.44805 | 66 |
| 39979041 | Prenzlauer Berg Süd | Pankow | 52.5314 | 13.4273 | 82 |
| 40004020 | Prenzlauer Berg Ost | Pankow | 52.53612 | 13.44173 | 89 |
| 40026057 | Rixdorf | Neukölln | 52.47179 | 13.44895 | 111 |
| 40030645 | Lankwitz | Steglitz - Zehlendorf | 52.43751 | 13.35466 | 99 |
| 40043888 | Blankenburg/Heinersdorf/Märchenland | Pankow | 52.60897 | 13.45631 | 104 |
| 40063094 | Prenzlauer Berg Nordwest | Pankow | 52.5494 | 13.41189 | 63 |
| 40084589 | Alt  Treptow | Treptow - Köpenick | 52.49007596888724 | 13.447163691044308 | 60 |
| 40152122 | Britz | Neukölln | 52.44914 | 13.45416 | 65 |
| 40167702 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49718 | 13.42614 | 87 |
| 40170090 | Halensee | Charlottenburg-Wilm. | 52.49471 | 13.29867 | 57 |
| 40196799 | Marzahn-Süd | Marzahn - Hellersdorf | 52.53715 | 13.54371 | 103 |
| 40216009 | Tempelhof | Tempelhof - Schöneberg | 52.46531 | 13.39565 | 260 |
| 40242652 | Prenzlauer Berg Südwest | Pankow | 52.53286 | 13.41878 | 414 |
| 40243900 | Prenzlauer Berg Südwest | Pankow | 52.53184 | 13.4149 | 504 |
| 40250051 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49645 | 13.31011 | 55 |
| 40257957 | Tiergarten Süd | Mitte | 52.50167 | 13.36737 | 285 |
| 40275510 | Prenzlauer Berg Südwest | Pankow | 52.53283 | 13.41694 | 406 |
| 40279672 | Prenzlauer Berg Südwest | Pankow | 52.53072 | 13.4156 | 492 |
| 40280327 | Prenzlauer Berg Südwest | Pankow | 52.53103 | 13.41623 | 207 |
| 40335581 | Schillerpromenade | Neukölln | 52.4794 | 13.42086 | 190 |
| 40343940 | Bohnsdorf | Treptow - Köpenick | 52.39974 | 13.56824 | 106 |
| 40414534 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50889 | 13.47056 | 158 |
| 40420815 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.48913 | 13.30258 | 80 |
| 40446532 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49102 | 13.42341 | 55 |
| 40469693 | Prenzlauer Berg Südwest | Pankow | 52.53077 | 13.40658 | 70 |
| 40481353 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.51088 | 13.29097 | 99 |
| 40481372 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.51178 | 13.4487 | 120 |
| 40497725 | Buckow | Neukölln | 52.42019 | 13.42569 | 110 |
| 40508671 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49626 | 13.43332 | 58 |
| 40526770 | Rudow | Neukölln | 52.42415 | 13.4987 | 70 |
| 40527823 | Rudow | Neukölln | 52.42546 | 13.50049 | 85 |
| 40551401 | Neuköllner Mitte/Zentrum | Neukölln | 52.48057 | 13.42574 | 372 |
| 40584336 | Alexanderplatz | Mitte | 52.525131 | 13.39148 | 191 |
| 40606819 | Friedrichsfelde Süd | Lichtenberg | 52.49958 | 13.50767 | 52 |
| 40606892 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5077862 | 13.4670305 | 117 |
| 40607563 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5077862 | 13.4670305 | 90 |
| 40609244 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5077862 | 13.4670305 | 109 |
| 40609660 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5077862 | 13.4670305 | 133 |
| 40609979 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5077862 | 13.4670305 | 153 |
| 40610629 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50855 | 13.47021 | 157 |
| 40628844 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50855 | 13.46883 | 211 |
| 40644283 | Fennpfuhl | Lichtenberg | 52.52924 | 13.46055 | 54 |
| 40650136 | Brunnenstr. Nord | Mitte | 52.54885 | 13.39729 | 776 |
| 40663815 | Tiergarten Süd | Mitte | 52.50097 | 13.36712 | 78 |
| 40666788 | Parkviertel | Mitte | 52.54682 | 13.35388 | 47 |
| 40675473 | Moabit West | Mitte | 52.52322 | 13.33176 | 73 |
| 40703325 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48164 | 13.35895 | 87 |
| 40727913 | Prenzlauer Berg Süd | Pankow | 52.53066 | 13.42345 | 199 |
| 40730061 | Brunnenstr. Süd | Mitte | 52.5362 | 13.39886 | 126 |
| 40769012 | Prenzlauer Berg Süd | Pankow | 52.53566 | 13.43158 | 52 |
| 40878913 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48982 | 13.42324 | 50 |
| 40881486 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48832 | 13.38557 | 72 |
| 40903947 | Alexanderplatz | Mitte | 52.52239 | 13.40171 | 150 |
| 40936968 | Prenzlauer Berg Ost | Pankow | 52.53984 | 13.4433 | 85 |
| 40945296 | Neuköllner Mitte/Zentrum | Neukölln | 52.4653 | 13.43857 | 48 |
| 40961984 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.52929 | 13.44332 | 60 |
| 40961985 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.52904 | 13.44365 | 55 |
| 40961989 | Prenzlauer Berg Ost | Pankow | 52.53089 | 13.44484 | 60 |
| 40997088 | Friedrichshagen | Treptow - Köpenick | 52.4468 | 13.61708 | 128 |
| 41003884 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49856 | 13.33741 | 68 |
| 41042767 | Gatow / Kladow | Spandau | 52.46929 | 13.11815 | 185 |
| 41073452 | Osloer Straße | Mitte | 52.55739 | 13.38791 | 53 |
| 41103146 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51107 | 13.4547 | 101 |
| 41127827 | Haselhorst | Spandau | 52.55467 | 13.22443 | 237 |
| 41251328 | Parkviertel | Mitte | 52.549351594217654 | 13.349201000000006 | 67 |
| 41263449 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.517608642578125 | 13.296879768371582 | 70 |
| 41306762 | Alexanderplatz | Mitte | 52.5185 | 13.42303 | 96 |
| 41306967 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.51202 | 13.29018 | 50 |
| 41314005 | Alexanderplatz | Mitte | 52.50947 | 13.42475 | 226 |
| 41332712 | Heerstraße Nord | Spandau | 52.50445 | 13.17909 | 90 |
| 41333559 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4983024597168 | 13.384405136108398 | 50 |
| 41337319 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4983024597168 | 13.384405136108398 | 50 |
| 41359889 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4983024597168 | 13.384405136108398 | 15 |
| 41362381 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4983024597168 | 13.384405136108398 | 25 |
| 41392394 | Reuterstraße | Neukölln | 52.48748016357422 | 13.42572021484375 | 20 |
| 41403574 | Prenzlauer Berg Nordwest | Pankow | 52.54157 | 13.41169 | 76 |
| 41420913 | Reuterstraße | Neukölln | 52.48748016357422 | 13.42572021484375 | 20 |
