| id | neighbourhood | neighbourhood_group | latitude | longitude | price |
| 818653853100620025 | Pankow Zentrum | Pankow | 52.56926854436794 | 13.408187020053665 | 68 |
| 818657728887367214 | Oberschöneweide | Treptow - Köpenick | 52.459048357569316 | 13.52616554581854 | 40 |
| 818763915041008727 | Helmholtzplatz | Pankow | 52.54417017391779 | 13.423002512218577 | 72 |
| 818826099842910033 | Siemensstadt | Spandau | 52.536951311767915 | 13.275280371308327 | 52 |
| 818923397576865498 | Friedrichshagen | Treptow - Köpenick | 52.4530276 | 13.6287499 | 269 |
| 819238652278250314 | Barstraße | Charlottenburg-Wilm. | 52.48684206469261 | 13.318080525131242 | 115 |
| 820163802171354098 | Weißensee | Pankow | 52.54683 | 13.45669 | 67 |
| 820266602410830807 | Blankenfelde/Niederschönhausen | Pankow | 52.57616 | 13.39886 | 59 |
| 820435933032602188 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49720787823554 | 13.385142951766941 | 42 |
| 820775965495112111 | Brunnenstr. Süd | Mitte | 52.52845298319658 | 13.391011486009935 | 175 |
| 821121357451204971 | Alt  Treptow | Treptow - Köpenick | 52.49284 | 13.4516983 | 14 |
| 821555465662502289 | Moabit West | Mitte | 52.52796124544417 | 13.342084315504515 | 72 |
| 821610988506406199 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51641414493466 | 13.457733929960213 | 125 |
| 821713078935347975 | Nord 1 | Reinickendorf | 52.62136 | 13.3156 | 67 |
| 822218821677522757 | Schillerpromenade | Neukölln | 52.47709030000001 | 13.4242472 | 98 |
| 822218934131555722 | Gatow / Kladow | Spandau | 52.4621952 | 13.1261566 | 81 |
| 822241595398831435 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 144 |
| 822242233989193550 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 288 |
| 822242607213207119 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 275 |
| 822242777906875094 | Prenzlauer Berg Südwest | Pankow | 52.52989820000001 | 13.4096625 | 192 |
| 822243196789037017 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 172 |
| 822243581522669636 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 172 |
| 822243609185301614 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 302 |
| 822244096005391461 | Prenzlauer Berg Südwest | Pankow | 52.52989820000001 | 13.4096625 | 155 |
| 822244169912871387 | Prenzlauer Berg Südwest | Pankow | 52.5299 | 13.409662 | 120 |
| 822290631703576691 | Heerstrasse | Charlottenburg-Wilm. | 52.50769 | 13.23736 | 102 |
| 822378031341202403 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49645 | 13.44298 | 250 |
| 822505392697257351 | Tempelhof | Tempelhof - Schöneberg | 52.46776927012766 | 13.383177040865625 | 56 |
| 822797198961937747 | Prenzlauer Berg Süd | Pankow | 52.53831 | 13.42659 | 70 |
| 822941107460488841 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49095711835677 | 13.388373506751488 | 162 |
| 823870392801943429 | Brunnenstr. Nord | Mitte | 52.54332 | 13.37383 | 29 |
| 824357263639271482 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51334673179692 | 13.468531757177255 | 160 |
| 824382136428757268 | West 3 | Reinickendorf | 52.60047671622849 | 13.290135043084913 | 62 |
| 824650580172478885 | Kurfürstendamm | Charlottenburg-Wilm. | 52.50015165272338 | 13.310031218032385 | 75 |
| 825092916747791230 | Buckow | Neukölln | 52.41899 | 13.4297 | 76 |
| 825138310480462562 | Alexanderplatz | Mitte | 52.50923 | 13.40513 | 68 |
| 825277212743128301 | Albrechtstr. | Steglitz - Zehlendorf | 52.44539 | 13.34497 | 159 |
| 825308022126453828 | Brunnenstr. Süd | Mitte | 52.53140144505909 | 13.393771080133943 | 129 |
| 825855356924064933 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.4913444 | 13.4157822 | 68 |
| 825927326336386111 | Alexanderplatz | Mitte | 52.52804126341435 | 13.391247829039997 | 88 |
| 826619343680335542 | Kantstraße | Charlottenburg-Wilm. | 52.50779329999999 | 13.3037121 | 187 |
| 826681294814740063 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.51027 | 13.4394 | 72 |
| 826746525558682800 | Brunnenstr. Nord | Mitte | 52.54360080746645 | 13.366442130960902 | 143 |
| 827294103510258180 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48734259246812 | 13.358559943727538 | 50 |
| 827392915585837178 | Kantstraße | Charlottenburg-Wilm. | 52.50779329999999 | 13.3037121 | 176 |
| 827512903801349124 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48105 | 13.34037 | 122 |
| 827845454455150103 | Barstraße | Charlottenburg-Wilm. | 52.48676529999999 | 13.3183193 | 93 |
| 828092897899521161 | Brunnenstr. Nord | Mitte | 52.54458307686846 | 13.36703259973184 | 214 |
| 828109712700280983 | Wedding Zentrum | Mitte | 52.55005203526888 | 13.363821746244133 | 56 |
| 829107037563070219 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.49079468835942 | 13.341958746314049 | 63 |
| 829356727420550161 | Karlshorst | Lichtenberg | 52.482947 | 13.507225 | 43 |
| 829411173782256737 | Helmholtzplatz | Pankow | 52.54429 | 13.42308 | 280 |
| 829605250218166770 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5142816 | 13.4627192 | 266 |
| 829623207595214660 | Neuköllner Mitte/Zentrum | Neukölln | 52.4794 | 13.42948 | 101 |
| 829832160032307212 | Wilhelmstadt | Spandau | 52.52292540052677 | 13.194836710714766 | 201 |
| 830318261068070033 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.5132169 | 13.4578614 | 108 |
| 830575419710014519 | Wedding Zentrum | Mitte | 52.55252109434489 | 13.361052005040493 | 54 |
| 830831116747002652 | Kantstraße | Charlottenburg-Wilm. | 52.50739127303365 | 13.303547166287899 | 134 |
| 830986220293338962 | Moabit Ost | Mitte | 52.5314685 | 13.3490129 | 198 |
| 830999175024573686 | Grunewald | Charlottenburg-Wilm. | 52.4829848 | 13.2906596 | 114 |
| 830999414399976235 | Neuköllner Mitte/Zentrum | Neukölln | 52.4794352 | 13.4367396 | 145 |
| 831002700975449356 | Schloßstr. | Steglitz - Zehlendorf | 52.4594515 | 13.3260938 | 99 |
| 831064778342429748 | Prenzlauer Berg Ost | Pankow | 52.52817 | 13.44685 | 214 |
| 831127713135648319 | Moabit Ost | Mitte | 52.5314685 | 13.3490129 | 145 |
| 831687589134350941 | Alexanderplatz | Mitte | 52.52332831039926 | 13.403312315344222 | 67 |
| 832345921544836203 | Prenzlauer Berg Nord | Pankow | 52.54618 | 13.4419 | 95 |
| 832519221151778350 | Schmargendorf | Charlottenburg-Wilm. | 52.4803107 | 13.2988114 | 99 |
| 832538204717853678 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.502767571102275 | 13.436996519791881 | 209 |
| 832549972553487852 | Schmargendorf | Charlottenburg-Wilm. | 52.4803107 | 13.2988114 | 95 |
| 833080845940201182 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.49134 | 13.33362 | 58 |
| 833085938673309063 | Neu Lichtenberg | Lichtenberg | 52.50395676653526 | 13.501611902180572 | 150 |
| 833293404079950039 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51955 | 13.45328 | 177 |
| 833802280397854524 | Osloer Straße | Mitte | 52.56016 | 13.38199 | 68 |
| 833845358457303373 | Schillerpromenade | Neukölln | 52.488094 | 13.4128961 | 80 |
| 833879995458202391 | Alt-Lichtenberg | Lichtenberg | 52.5123902 | 13.4979394 | 79 |
| 834044994197982657 | Tiergarten Süd | Mitte | 52.512894675844294 | 13.333346173167229 | 75 |
| 834490575751981932 | Prenzlauer Berg Nordwest | Pankow | 52.55018796340633 | 13.40744691041928 | 68 |
| 835181274810579771 | Rixdorf | Neukölln | 52.47382201750212 | 13.448653872970763 | 64 |
| 835442617009423675 | Prenzlauer Berg Nordwest | Pankow | 52.54688031362371 | 13.410728302036995 | 90 |
| 835890784607383035 | Drakestr. | Steglitz - Zehlendorf | 52.4328 | 13.31102 | 90 |
| 836143044206509053 | Teltower Damm | Steglitz - Zehlendorf | 52.41221846307609 | 13.271049880756722 | 85 |
| 836963020747785777 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4973541 | 13.3175997 | 250 |
| 837034579252960253 | Oberschöneweide | Treptow - Köpenick | 52.47514 | 13.49833 | 195 |
| 837088446485239258 | Blankenburg/Heinersdorf/Märchenland | Pankow | 52.561427248025154 | 13.43084224419697 | 72 |
| 837594868090351062 | Osloer Straße | Mitte | 52.55204 | 13.39165 | 66 |
| 838133829007601086 | Barstraße | Charlottenburg-Wilm. | 52.48676529999999 | 13.3183193 | 70 |
| 838149761367218419 | Barstraße | Charlottenburg-Wilm. | 52.48676529999999 | 13.3183193 | 99 |
| 838164030506074332 | Barstraße | Charlottenburg-Wilm. | 52.48676529999999 | 13.3183193 | 107 |
| 838171092886616922 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.50669 | 13.46381 | 618 |
| 838177064849804054 | Barstraße | Charlottenburg-Wilm. | 52.48676529999999 | 13.3183193 | 103 |
| 838180952756301057 | Barstraße | Charlottenburg-Wilm. | 52.48676529999999 | 13.3183193 | 103 |
| 838373400166842416 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.51953 | 13.43792 | 236 |
| 838937788484924282 | Rixdorf | Neukölln | 52.478813 | 13.448286 | 108 |
| 838979773226847348 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.5237884 | 13.3246158 | 216 |
| 838980076760273152 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.52325980000001 | 13.3258979 | 259 |
| 839029133467101684 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.488376413151904 | 13.384536217557898 | 50 |
| 839055742314186949 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.50361259999998 | 13.377438930688461 | 150 |
| 839069734231196810 | Alexanderplatz | Mitte | 52.52672888324063 | 13.416315648315367 | 108 |
| 839732093095450130 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.4876113 | 13.363564 | 99 |
| 839779977613823745 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50129113537486 | 13.42074687704353 | 79 |
| 839785100464723034 | Müggelheim | Treptow - Köpenick | 52.413350486558166 | 13.661477587798755 | 163 |
| 839919420344071044 | Tiergarten Süd | Mitte | 52.504969635423954 | 13.34726631911206 | 496 |
| 841010897812446828 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48786984645021 | 13.383062934279481 | 50 |
| 841176747313876425 | Neue Kantstraße | Charlottenburg-Wilm. | 52.50326 | 13.29785 | 50 |
| 841189754277432317 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.504497331633246 | 13.426509329558638 | 130 |
| 842053424758910691 | Mierendorffplatz | Charlottenburg-Wilm. | 52.52427 | 13.29898 | 237 |
| 842530194915856885 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.5238856 | 13.3247184 | 278 |
| 842530537739404130 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.5211583 | 13.4461129 | 170 |
| 842543056371469274 | Pankow Süd | Pankow | 52.55437 | 13.4184 | 263 |
| 842545682053320438 | Pankow Süd | Pankow | 52.5692585 | 13.4217519 | 66 |
| 842734068423504755 | Prenzlauer Berg Nord | Pankow | 52.55155 | 13.41929 | 117 |
| 843170573523487129 | Mariendorf | Tempelhof - Schöneberg | 52.44401000933022 | 13.371618472052557 | 95 |
| 843504356821251289 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49505598856104 | 13.40121470358905 | 70 |
| 843897879769180566 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.5188217 | 13.2866564 | 25 |
| 843901552464397454 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51227 | 13.46508 | 143 |
| 844142206207730138 | Westend | Charlottenburg-Wilm. | 52.51545 | 13.26789 | 210 |
| 845000090345734199 | Neu Lichtenberg | Lichtenberg | 52.5093665 | 13.49977 | 195 |
| 845392024323566199 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.5166249 | 13.4704173 | 252 |
| 845467998885602179 | Weißensee | Pankow | 52.55219826258442 | 13.435850487484055 | 150 |
| 845669163777809688 | Prenzlauer Berg Südwest | Pankow | 52.5397599 | 13.4073165 | 135 |
| 845712568625206230 | Helmholtzplatz | Pankow | 52.54534 | 13.41568 | 102 |
| 846125197418258561 | Moabit Ost | Mitte | 52.5329476 | 13.3671888 | 122 |
| 846127866414056202 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49972 | 13.30854 | 110 |
| 846128174769661129 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49972 | 13.30854 | 136 |
| 846128532305788324 | Moabit West | Mitte | 52.5292081 | 13.3283711 | 145 |
| 846128878969598168 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.5234877 | 13.3257354 | 259 |
| 846218630288686193 | Frankfurter Allee Süd FK | Friedrichshain-Kreuzberg | 52.51320976553811 | 13.457205367510653 | 48 |
| 846222820409885778 | Reuterstraße | Neukölln | 52.481649970664165 | 13.43462400405628 | 123 |
| 846747833403837793 | Johannisthal | Treptow - Köpenick | 52.44248519383313 | 13.500632028456714 | 78 |
| 846755641670590656 | Osloer Straße | Mitte | 52.55180417180101 | 13.38968557980393 | 46 |
| 846883611117027671 | Prenzlauer Berg Nord | Pankow | 52.54876152539224 | 13.424175134851394 | 60 |
| 847653643213400205 | Reuterstraße | Neukölln | 52.4855211 | 13.4412537 | 78 |
| 847678328986878786 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.5046085 | 13.3781651 | 189 |
| 847696616718193445 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.5232231 | 13.3254887 | 311 |
| 847738714730041206 | Moabit Ost | Mitte | 52.52668899553453 | 13.345808555049038 | 162 |
| 847799367651729277 | Ost 2 | Reinickendorf | 52.5656831 | 13.3634222 | 46 |
| 847854968696512429 | Alexanderplatz | Mitte | 52.52883 | 13.40027 | 120 |
| 848335915536459129 | Alexanderplatz | Mitte | 52.5112434 | 13.4160581 | 105 |
| 848336216102062777 | Alexanderplatz | Mitte | 52.5221074 | 13.379969 | 167 |
| 848350496627895306 | Helmholtzplatz | Pankow | 52.54096 | 13.41641 | 337 |
| 848461051640639475 | Helmholtzplatz | Pankow | 52.542565 | 13.413699 | 111 |
| 848484935973695604 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50074919999999 | 13.4317173 | 110 |
| 848527144893673546 | Schmöckwitz/Karolinenhof/Rauchfangswerder | Treptow - Köpenick | 52.37886084576236 | 13.647294640753191 | 179 |
| 848532149574573497 | Tempelhof | Tempelhof - Schöneberg | 52.4672372 | 13.3914628 | 50 |
| 848961883698341106 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.5184313 | 13.4673195 | 122 |
| 849672970523003256 | Reuterstraße | Neukölln | 52.48811 | 13.42988 | 120 |
| 849722836052517509 | Westend | Charlottenburg-Wilm. | 52.51724483250188 | 13.278690227508525 | 62 |
| 849732709353643211 | Osloer Straße | Mitte | 52.55326970363188 | 13.390115583421979 | 43 |
| 849740750539984524 | Westend | Charlottenburg-Wilm. | 52.51612864794618 | 13.279015929774115 | 70 |
| 850101324766522838 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.4872 | 13.33239 | 48 |
| 850425877622201480 | Barstraße | Charlottenburg-Wilm. | 52.488718146438195 | 13.318558228417709 | 200 |
| 851274241470964708 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.515715 | 13.332439 | 112 |
| 851293574153685464 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51633 | 13.46203 | 81 |
| 851458418244863960 | Helmholtzplatz | Pankow | 52.54631257276585 | 13.41528245449219 | 100 |
| 851577798843640421 | Prenzlauer Berg Südwest | Pankow | 52.53867 | 13.4092 | 53 |
| 851851808067853023 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.4866634 | 13.3601497 | 200 |
| 851924045875269110 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49247614373573 | 13.437563385507199 | 137 |
| 852013014894087472 | Prenzlauer Berg Süd | Pankow | 52.53098869999999 | 13.432951 | 219 |
| 852097021727498326 | Brunnenstr. Nord | Mitte | 52.54138 | 13.39545 | 99 |
| 852135921732135707 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.50707 | 13.436746 | 237 |
| 852262662632001091 | Kantstraße | Charlottenburg-Wilm. | 52.50908180644037 | 13.307830316630996 | 62 |
| 852627194384388045 | Moabit West | Mitte | 52.5312 | 13.3268015 | 155 |
| 852640142558894314 | Albrechtstr. | Steglitz - Zehlendorf | 52.4481907 | 13.3437625 | 82 |
| 852785425403847724 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4975239 | 13.31834 | 258 |
| 853156158613389991 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.5212162 | 13.3217943 | 133 |
| 853363782287556830 | Rixdorf | Neukölln | 52.481346820415794 | 13.444515239199745 | 119 |
| 853385596544315887 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.50208202642721 | 13.428522121520293 | 187 |
| 853661488885929934 | Neue Kantstraße | Charlottenburg-Wilm. | 52.50125764495457 | 13.306259592949168 | 102 |
| 853963786920206425 | Schloß Charlottenburg | Charlottenburg-Wilm. | 52.52303975378992 | 13.287341594696045 | 150 |
| 854216596654855180 | Prenzlauer Berg Süd | Pankow | 52.53653 | 13.42618 | 83 |
| 854220755445327340 | Regierungsviertel | Mitte | 52.51413563193693 | 13.3799500252725 | 158 |
| 854234282648530913 | Regierungsviertel | Mitte | 52.51551 | 13.37976 | 166 |
| 854242666587776802 | Regierungsviertel | Mitte | 52.51604866580312 | 13.38186442649391 | 150 |
| 854251028991888522 | Regierungsviertel | Mitte | 52.515261280004324 | 13.381820823644503 | 243 |
| 854259609751966037 | Regierungsviertel | Mitte | 52.51414 | 13.38185 | 323 |
| 854259757327831931 | Schloßstr. | Steglitz - Zehlendorf | 52.46482623815179 | 13.31702625186909 | 95 |
| 855561618373456087 | Prenzlauer Berg Nord | Pankow | 52.5513503 | 13.417396 | 242 |
| 856313349603216852 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.49965 | 13.42676 | 77 |
| 857055651248846734 | Pankow Zentrum | Pankow | 52.566035588401824 | 13.407573210383562 | 800 |
| 857633866543277962 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.49289142410589 | 13.392726592719555 | 158 |
| 857823310673342810 | Schillerpromenade | Neukölln | 52.4753418 | 13.4254541 | 112 |
| 857975239099139321 | Alexanderplatz | Mitte | 52.525941 | 13.4075221 | 333 |
| 858413586858683194 | Karl-Marx-Allee-Süd | Friedrichshain-Kreuzberg | 52.514450973020345 | 13.446747992096565 | 116 |
| 858492015186741160 | Oberschöneweide | Treptow - Köpenick | 52.45981745590841 | 13.519067983627826 | 114 |
| 858555855008706066 | Oberschöneweide | Treptow - Köpenick | 52.4609687 | 13.519843 | 82 |
| 858576586634275468 | Oberschöneweide | Treptow - Köpenick | 52.4609687 | 13.519843 | 97 |
| 858893125233829363 | Müggelheim | Treptow - Köpenick | 52.426460252412326 | 13.671974533673968 | 50 |
| 859418112131751223 | Tempelhof | Tempelhof - Schöneberg | 52.46072755339612 | 13.380863720276253 | 61 |
| 859898433565732543 | Rixdorf | Neukölln | 52.47906 | 13.45096 | 107 |
| 859922894268065114 | Alt-Lichtenberg | Lichtenberg | 52.5135943 | 13.5006767 | 137 |
| 859978588862656200 | Ost 2 | Reinickendorf | 52.57772 | 13.34779 | 25 |
| 860166688855670260 | Weißensee | Pankow | 52.55156975687699 | 13.448253348469734 | 86 |
| 860676234201422411 | Albrechtstr. | Steglitz - Zehlendorf | 52.46146817641258 | 13.332126769780206 | 75 |
| 860767290355143134 | Allende-Viertel | Treptow - Köpenick | 52.44859 | 13.59746 | 33 |
| 860781533593846832 | Mariendorf | Tempelhof - Schöneberg | 52.448066432924435 | 13.38568277657032 | 100 |
| 861414528438468056 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.49805 | 13.32831 | 100 |
| 861526798591007508 | Britz | Neukölln | 52.44231 | 13.42165 | 62 |
| 861546311470572601 | Prenzlauer Berg Süd | Pankow | 52.53280784263711 | 13.423562608659267 | 84 |
| 861592510465916798 | Prenzlauer Berg Nord | Pankow | 52.54115359999999 | 13.4383406 | 132 |
| 861989902104474055 | Neue Kantstraße | Charlottenburg-Wilm. | 52.5063917312429 | 13.301459616379402 | 208 |
| 862720730537755877 | Alexanderplatz | Mitte | 52.5295403 | 13.4026178 | 282 |
| 862740506268044048 | Brunnenstr. Süd | Mitte | 52.53389 | 13.4077 | 225 |
| 863106789917399523 | Frankfurter Allee Nord | Friedrichshain-Kreuzberg | 52.51382 | 13.47334 | 82 |
| 863194919483679772 | Tempelhofer Vorstadt | Friedrichshain-Kreuzberg | 52.48917705911835 | 13.407870802714317 | 90 |
| 863579088600371861 | Wedding Zentrum | Mitte | 52.55042 | 13.37512 | 198 |
| 863593505561736460 | südliche Luisenstadt | Friedrichshain-Kreuzberg | 52.4957958 | 13.4275368 | 149 |
| 863951638615530420 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.4872947 | 13.3250788 | 82 |
| 864354974775795051 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48387 | 13.3546 | 89 |
| 865482407748098204 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48504 | 13.34742 | 125 |
| 865737385412085647 | Prenzlauer Berg Südwest | Pankow | 52.53128 | 13.41102 | 196 |
| 865749783949095999 | Zehlendorf  Nord | Steglitz - Zehlendorf | 52.44339552573137 | 13.26748180649914 | 530 |
| 866625733095743088 | Regierungsviertel | Mitte | 52.52121030000001 | 13.3897517 | 160 |
| 866727804300473635 | Reuterstraße | Neukölln | 52.49020751965074 | 13.427811418660816 | 114 |
| 867091978509410355 | Tempelhof | Tempelhof - Schöneberg | 52.45452987350803 | 13.38110357413757 | 195 |
| 867904919279123092 | Barstraße | Charlottenburg-Wilm. | 52.4810828 | 13.319119 | 160 |
| 867923543803223988 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51498358299548 | 13.305765188378961 | 143 |
| 867942287055057182 | Mierendorffplatz | Charlottenburg-Wilm. | 52.52434 | 13.30738 | 341 |
| 868020665866472550 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48355563603514 | 13.356777919589177 | 255 |
| 868099636444847755 | Rummelsburger Bucht | Lichtenberg | 52.49124757112595 | 13.488843742852778 | 211 |
| 868159267594982391 | Blankenburg/Heinersdorf/Märchenland | Pankow | 52.562659252534004 | 13.430991152715293 | 142 |
| 868605239149074846 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.489418243936576 | 13.361066542987748 | 159 |
| 868692089761371367 | Prenzlauer Berg Nord | Pankow | 52.5516337 | 13.4144614 | 131 |
| 868694602077634540 | Prenzlauer Berg Nord | Pankow | 52.5516337 | 13.4144614 | 187 |
| 868904063319864225 | Alt-Lichtenberg | Lichtenberg | 52.5135943 | 13.5006767 | 101 |
| 869213672074123169 | Otto-Suhr-Allee | Charlottenburg-Wilm. | 52.51551960729748 | 13.303709947263219 | 208 |
| 869277761403785986 | Buchholz | Pankow | 52.6105197 | 13.4153303 | 291 |
| 870337252829082971 | Ost 1 | Reinickendorf | 52.56416 | 13.3658 | 88 |
| 870502477075128871 | Rudow | Neukölln | 52.403384000983735 | 13.505650878891043 | 65 |
| 870650589340922089 | Westend | Charlottenburg-Wilm. | 52.52056 | 13.26308 | 83 |
| 870725114643393432 | Moabit West | Mitte | 52.5258647 | 13.3243098 | 45 |
| 870734314195650123 | Schöneberg-Süd | Tempelhof - Schöneberg | 52.48654 | 13.37299 | 210 |
| 870879469661845501 | Brunnenstr. Süd | Mitte | 52.53442 | 13.40405 | 142 |
| 871402790401886934 | Kaulsdorf | Marzahn - Hellersdorf | 52.4986936 | 13.5787532 | 34 |
| 871474751401841561 | Reuterstraße | Neukölln | 52.4847774 | 13.4304153 | 127 |
| 872271908144371159 | Düsseldorfer Straße | Charlottenburg-Wilm. | 52.4975239 | 13.31834 | 331 |
| 872303357706717244 | Prenzlauer Berg Nord | Pankow | 52.5516337 | 13.4144614 | 195 |
| 872306873107991475 | Prenzlauer Berg Nord | Pankow | 52.5516337 | 13.4144614 | 175 |
| 872374965989252506 | Ostpreußendamm | Steglitz - Zehlendorf | 52.43636534760928 | 13.323886292342308 | 42 |
| 872921293899738300 | Karl-Marx-Allee-Nord | Friedrichshain-Kreuzberg | 52.52366 | 13.43788 | 224 |
| 872948647758534094 | Prenzlauer Berg Nord | Pankow | 52.551494 | 13.4145912 | 199 |
| 873095745444362602 | Prenzlauer Berg Nordwest | Pankow | 52.546138241245885 | 13.41071722703105 | 100 |
| 873230612368758488 | Brunnenstr. Süd | Mitte | 52.52873 | 13.38773 | 195 |
| 873758796090219151 | Westend | Charlottenburg-Wilm. | 52.51644188832311 | 13.2804602258492 | 62 |
| 873798195454917473 | Prenzlauer Berg Nord | Pankow | 52.5516337 | 13.4144614 | 139 |
| 873801212285603654 | Prenzlauer Berg Nord | Pankow | 52.551494 | 13.4145912 | 126 |
| 873801506164008251 | Prenzlauer Berg Nord | Pankow | 52.55149 | 13.41459 | 243 |
| 874282587412354154 | Schöneberg-Nord | Tempelhof - Schöneberg | 52.4937768 | 13.3613533 | 180 |
| 874477888648564103 | Niederschöneweide | Treptow - Köpenick | 52.4525222 | 13.5278652 | 128 |
| 874499751843120722 | Niederschöneweide | Treptow - Köpenick | 52.4525222 | 13.5278652 | 173 |
| 874510405146009515 | Niederschöneweide | Treptow - Köpenick | 52.4525222 | 13.5278652 | 209 |
| 874539280573538923 | Niederschöneweide | Treptow - Köpenick | 52.4525222 | 13.5278652 | 137 |
| 875734383698298072 | Teltower Damm | Steglitz - Zehlendorf | 52.4339942365833 | 13.272978526517106 | 66 |
| 875898662074823362 | Prenzlauer Berg Südwest | Pankow | 52.5396818117187 | 13.416116768786601 | 297 |
| 875916834608115228 | Brunnenstr. Süd | Mitte | 52.53295596564487 | 13.40255024289193 | 130 |
| 875943120443219296 | Pankow Zentrum | Pankow | 52.56643413112067 | 13.39230663545725 | 168 |
| 876203248074423718 | Nord 1 | Reinickendorf | 52.61245291145623 | 13.315422311425209 | 232 |
| 876558457759520426 | Schillerpromenade | Neukölln | 52.4730577 | 13.4261378 | 103 |
| 876776440019321066 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.49792060000001 | 13.4173754 | 72 |
| 876843275486604030 | Südliche Friedrichstadt | Friedrichshain-Kreuzberg | 52.500733 | 13.4132996 | 217 |
| 876911337018472668 | Volkspark Wilmersdorf | Charlottenburg-Wilm. | 52.47903537614787 | 13.33137640256974 | 55 |
| 877317673589406186 | Tempelhof | Tempelhof - Schöneberg | 52.46370970451167 | 13.416467599622296 | 48 |
| 877394884039006809 | Prenzlauer Berg Nord | Pankow | 52.551494 | 13.4145912 | 208 |
| 877395158265642458 | nördliche Luisenstadt | Friedrichshain-Kreuzberg | 52.4995609 | 13.4287261 | 87 |
| 877458875897322714 | Brunsbütteler Damm | Spandau | 52.52856108285991 | 13.160769220123909 | 55 |
| 878036629018564492 | Prenzlauer Berg Nordwest | Pankow | 52.55186 | 13.41186 | 228 |
